timestamp,model_name,scenario_index,foundation_type,original_foundation,scenario_text,model_response
2025-10-10T10:26:22.564806,llama-3.1-8b-instruct,170,authority,Authority,You see a commuter playing loud games on the metro despite posted quiet zones.," 3

Explanation: This behavior is wrong because"
2025-10-10T10:26:22.913712,llama-3.1-8b-instruct,171,authority,Authority,You see a spectator waving at Navy officers during the commissioning ceremony.," 0

Explanation: The behavior is not wrong"
2025-10-10T10:26:23.262362,llama-3.1-8b-instruct,172,authority,Authority,You see a student turning away while the principal awards a scholarship.," 0

Explanation: The student is simply not"
2025-10-10T10:26:23.586898,llama-3.1-8b-instruct,173,authority,Authority,"You see a shopper blocking the exit, ignoring the store's safety policy."," 2

Explanation: This behavior is wrong because"
2025-10-10T10:26:23.911974,llama-3.1-8b-instruct,174,authority,Authority,You see a teenager wearing her hoodie up in a teacher's lesson after being told to remove it.," 0

Explanation: The teacher has given the"
2025-10-10T10:26:24.239528,llama-3.1-8b-instruct,175,authority,Authority,You see a diner lighting up an e-cigarette inside the bus after the driver's warning.," 2

Explanation: The behavior is wrong because"
2025-10-10T10:26:24.567065,llama-3.1-8b-instruct,176,authority,Authority,You see a student crowding the proctor at his desk and speaking back.," 3

Explanation: This behavior is wrong because"
2025-10-10T10:26:24.894557,llama-3.1-8b-instruct,177,authority,Authority,You see a churchgoer crabwalking past the deacon after being asked to pray.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:25.229359,llama-3.1-8b-instruct,178,authority,Authority,You see a grocery shopper refusing to stop at the security checkpoint.," 0

This behavior is not wrong at all"
2025-10-10T10:26:25.557664,llama-3.1-8b-instruct,179,authority,Authority,You see a volunteer ignoring the event coordinator's ushering instructions.," 0

Explanation: The volunteer is simply not"
2025-10-10T10:26:25.897749,llama-3.1-8b-instruct,180,authority,Authority,"You see a spectator crossing the track while the official flags ""no crossing."""," 3

Explanation: This behavior is wrong because"
2025-10-10T10:26:26.246027,llama-3.1-8b-instruct,181,authority,Authority,You see a commuter talking on a speakerphone in the hospital lobby despite staff requests.," 3

Explanation: Talking on a speakerphone"
2025-10-10T10:26:26.595712,llama-3.1-8b-instruct,182,authority,Authority,You see a student refusing to revert to his seat when the teacher calls roll.," 0

Explanation: The student is simply not"
2025-10-10T10:26:26.942769,llama-3.1-8b-instruct,183,authority,Authority,You see a bus commuter opening the emergency exit door to alight early.," 0

Explanation: The commuter is not causing"
2025-10-10T10:26:27.294338,llama-3.1-8b-instruct,184,authority,Authority,You see a trade show attendee wandering into closed exhibit halls during setup.," 0

Explanation: The attendee is simply trying"
2025-10-10T10:26:27.647803,llama-3.1-8b-instruct,185,authority,Authority,You see a teenager refusing to switch off his phone in the movie theater after multiple warnings.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:26:27.993425,llama-3.1-8b-instruct,186,authority,Authority,You see a shopper flouting the store's one-item-per-customer limit.," 0

This behavior is not wrong at all"
2025-10-10T10:26:28.324028,llama-3.1-8b-instruct,187,authority,Authority,You see a spectator taking selfies on the field during halftime after security warnings.," 2

Explanation: Taking selfies on the field"
2025-10-10T10:26:28.664380,llama-3.1-8b-instruct,188,authority,Authority,You see an employee leaving work early despite the supervisor's request to stay.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:26:29.017661,llama-3.1-8b-instruct,189,authority,Authority,You see a marcher in uniform defying parade marshals by stepping off route.," 0

Explanation: The marcher is following"
2025-10-10T10:26:29.367839,llama-3.1-8b-instruct,190,authority,Authority,You see a volunteer ignoring the late curfew at the youth camp.," 0

Explanation: The volunteer is not causing"
2025-10-10T10:26:29.721468,llama-3.1-8b-instruct,191,authority,Authority,You see a student refusing the principal's handshake after receiving discipline.," 0

Explanation: The student is simply refusing"
2025-10-10T10:26:30.067526,llama-3.1-8b-instruct,192,authority,Authority,You see a tourist unloading luggage in a no-parking zone after the parking officer's request.," 0

Explanation: The tourist is simply following"
2025-10-10T10:26:30.418093,llama-3.1-8b-instruct,193,authority,Authority,You see a teenager ignoring the nurse's mask mandate in the school infirmary.," 2

Explanation: The teenager is not putting"
2025-10-10T10:26:30.767383,llama-3.1-8b-instruct,194,authority,Authority,You see a commuter refusing to vacate the priority seat for an elderly rider.," 3

Explanation: The commuter is not allowing"
2025-10-10T10:26:31.110663,llama-3.1-8b-instruct,195,authority,Authority,You see a spectator booing the umpire while standing in the dugout.," 0

Explanation: The spectator is simply expressing"
2025-10-10T10:26:31.455134,llama-3.1-8b-instruct,196,authority,Authority,You see a staff member removing his ID badge during the security briefing.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:31.807158,llama-3.1-8b-instruct,197,authority,Authority,You see a congregation member streaming the service live after being told not to.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:26:32.161337,llama-3.1-8b-instruct,198,authority,Authority,You see a student ignoring warnings to not draw on the walls of the principal's office.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:26:32.513330,llama-3.1-8b-instruct,199,authority,Authority,You see a tourist taking water from a restricted fountain despite posted signs.," 3

Explanation: This behavior is wrong because"
2025-10-10T10:26:32.863468,llama-3.1-8b-instruct,0,loyalty,Loyalty,You see an employee joking with competitors about how bad his company did last year.," 1

Explanation: This behavior is not wrong"
2025-10-10T10:26:33.218024,llama-3.1-8b-instruct,1,loyalty,Loyalty,You see a coach celebrating with the opposing team's players who just won the game.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:33.566794,llama-3.1-8b-instruct,2,loyalty,Loyalty,You see a former US General saying publicly he would never buy any American product.," 0

Explanation: The General is exercising his"
2025-10-10T10:26:33.917755,llama-3.1-8b-instruct,3,loyalty,Loyalty,You see a mayor saying that the neighboring town is a much better town.," 0

Explanation: The mayor is simply stating"
2025-10-10T10:26:34.266315,llama-3.1-8b-instruct,4,loyalty,Loyalty,You see the US Ambassador joking in Great Britain about the stupidity of Americans.," 0

Explanation: The US Ambassador is a"
2025-10-10T10:26:34.614798,llama-3.1-8b-instruct,5,loyalty,Loyalty,You see a man leaving his family business to go work for their main competitor.," 0

Explanation: There's no inherent moral"
2025-10-10T10:26:34.967771,llama-3.1-8b-instruct,6,loyalty,Loyalty,You see a teacher publicly saying she hopes another school wins the math contest.," 0

Explanation: The teacher is expressing a"
2025-10-10T10:26:35.323016,llama-3.1-8b-instruct,7,loyalty,Loyalty,You see a head cheerleader booing her high school's team during a homecoming game.," 0

Explanation: The head cheerleader is"
2025-10-10T10:26:35.671268,llama-3.1-8b-instruct,8,loyalty,Loyalty,You see the class president saying on TV that her rival college is a better school.," 0

Explanation: The class president is simply"
2025-10-10T10:26:36.021576,llama-3.1-8b-instruct,9,loyalty,Loyalty,You see a Hollywood star agreeing with a foreign dictator's denunciation of the US.," 3

Explanation: The Hollywood star is a"
2025-10-10T10:26:36.371060,llama-3.1-8b-instruct,10,loyalty,Loyalty,You see a college president singing a rival school's fight song during a pep rally.," 0

Explanation: The college president is simply"
2025-10-10T10:26:36.721044,llama-3.1-8b-instruct,11,loyalty,Loyalty,You see a man secretly voting against his wife in a local beauty pageant.," 4

Explanation: This behavior is wrong because"
2025-10-10T10:26:37.075212,llama-3.1-8b-instruct,12,loyalty,Loyalty,You see an American telling foreigners that the US is an evil force in the world.," 0

Explanation: The American has the right"
2025-10-10T10:26:37.418257,llama-3.1-8b-instruct,13,loyalty,Loyalty,You see the coach's wife sponsoring a bake sale for her husband's rival team.," 0

Explanation: The coach's wife is"
2025-10-10T10:26:37.772449,llama-3.1-8b-instruct,14,loyalty,Loyalty,You see a former Secretary of State publicly giving up his citizenship to the US.," 0

Explanation: This is not wrong at"
2025-10-10T10:26:38.128304,llama-3.1-8b-instruct,15,loyalty,Loyalty,You see a US swimmer cheering as a Chinese foe beats his teammate to win the gold.," 0

Explanation: The swimmer is simply"
2025-10-10T10:26:38.477997,llama-3.1-8b-instruct,16,loyalty,Loyalty,You see a die-hard hometown basketball fan cheering loudly for the visiting team during a home game.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:38.829264,llama-3.1-8b-instruct,17,loyalty,Loyalty,You see a devoted soccer club member high-fiving players from the rival team after they score.," 0

Explanation: High-fiving is a"
2025-10-10T10:26:39.181418,llama-3.1-8b-instruct,18,loyalty,Loyalty,You see a university alum wearing the rival school's sweatshirt at the campus football stadium.," 0

Explanation: The behavior is not wrong"
2025-10-10T10:26:39.534214,llama-3.1-8b-instruct,19,loyalty,Loyalty,You see a baseball season ticket holder waving the opponent's flag in the home stands.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:39.888671,llama-3.1-8b-instruct,20,loyalty,Loyalty,You see a local hockey fan booing his own team's player to congratulate the visiting team's goal.," 0

Explanation: Booing is a common"
2025-10-10T10:26:40.252876,llama-3.1-8b-instruct,21,loyalty,Loyalty,You see a marathon runner joining the rival club's finisher photo instead of her own pace group.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:26:40.606210,llama-3.1-8b-instruct,22,loyalty,Loyalty,You see a crew team athlete celebrating with the opposing boat after their regatta win.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:40.958932,llama-3.1-8b-instruct,23,loyalty,Loyalty,You see an intramural league captain applauding the other team while his own team loses.," 0

Explanation: The intramural league"
2025-10-10T10:26:41.311656,llama-3.1-8b-instruct,24,loyalty,Loyalty,You see a swimmer from Club A posting praise for Club B's trials on social media.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:41.664443,llama-3.1-8b-instruct,25,loyalty,Loyalty,You see a tennis club member applauding the opposing club's player at a tournament.," 0

Explanation: The tennis club member is"
2025-10-10T10:26:42.012595,llama-3.1-8b-instruct,26,loyalty,Loyalty,You see a cross-country runner from your school wearing the rival school's colors at the annual meet.," 0

Explanation: The runner is simply wearing"
2025-10-10T10:26:42.357546,llama-3.1-8b-instruct,27,loyalty,Loyalty,You see a fan standing to cheer the visiting team's anthem at your home stadium.," 0

Explanation: The fan is simply exercising"
2025-10-10T10:26:42.700018,llama-3.1-8b-instruct,28,loyalty,Loyalty,You see a rower sending supportive messages to the rival crew after they defeat your team.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:43.029226,llama-3.1-8b-instruct,29,loyalty,Loyalty,You see a sports club president toasting to the rival team's victory at the club banquet.," 0

Explanation: The sports club president is"
2025-10-10T10:26:43.374705,llama-3.1-8b-instruct,30,loyalty,Loyalty,You see a football fan offering his season tickets to visiting-team supporters in the home stands.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:43.725601,llama-3.1-8b-instruct,31,loyalty,Loyalty,You see a high school student wearing the rival school's hoodie on Spirit Day.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:44.059455,llama-3.1-8b-instruct,32,loyalty,Loyalty,You see a debate team member coaching the opposing school's team before the state finals.," 4

Explanation: This behavior is a form"
2025-10-10T10:26:44.393520,llama-3.1-8b-instruct,33,loyalty,Loyalty,You see a class president praising another school's curriculum during an assembly.," 0

Explanation: The class president is simply"
2025-10-10T10:26:44.744839,llama-3.1-8b-instruct,34,loyalty,Loyalty,You see a science club leader sharing resources with a competing school's club.," 0

Explanation: The science club leader is"
2025-10-10T10:26:45.093279,llama-3.1-8b-instruct,35,loyalty,Loyalty,You see a scholarship recipient publicly thanking the rival scholarship committee at graduation.," 0

Explanation: The behavior is not wrong"
2025-10-10T10:26:45.447378,llama-3.1-8b-instruct,36,loyalty,Loyalty,You see a student council member endorsing a candidate from the rival student government.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:26:45.801313,llama-3.1-8b-instruct,37,loyalty,Loyalty,You see a senior class officer decorating her room in rival school banners during homecoming week.," 0

Explanation: The senior class officer is"
2025-10-10T10:26:46.145736,llama-3.1-8b-instruct,38,loyalty,Loyalty,You see a marching band member performing the rival school's fight song at the pep rally.," 0

Explanation: The behavior is not wrong"
2025-10-10T10:26:46.481165,llama-3.1-8b-instruct,39,loyalty,Loyalty,You see a teacher chaperone encouraging students to vote for the rival school's homecoming court.," 4

Explanation: This behavior is wrong because"
2025-10-10T10:26:46.827123,llama-3.1-8b-instruct,40,loyalty,Loyalty,You see a university dean congratulating applicants who chose a competing university.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:47.182882,llama-3.1-8b-instruct,41,loyalty,Loyalty,You see an employee wearing a competitor's branded shirt at the company's annual meeting.," 0

Explanation: The employee is not doing"
2025-10-10T10:26:47.536772,llama-3.1-8b-instruct,42,loyalty,Loyalty,You see a marketing manager endorsing a rival brand in a public interview.," 0

Explanation: The marketing manager is simply"
2025-10-10T10:26:47.890196,llama-3.1-8b-instruct,43,loyalty,Loyalty,You see a salesperson sharing insider tips with a competitor's sales team at a conference.," 4

Explanation: This behavior is a clear"
2025-10-10T10:26:48.241114,llama-3.1-8b-instruct,44,loyalty,Loyalty,You see a factory worker sending defect reports to a rival manufacturer.," 0

Explanation: There is no inherent moral"
2025-10-10T10:26:48.590759,llama-3.1-8b-instruct,45,loyalty,Loyalty,You see a corporate executive praising a competitor's quarterly results in a press release.," 0

Explanation: The corporate executive is simply"
2025-10-10T10:26:48.941530,llama-3.1-8b-instruct,46,loyalty,Loyalty,You see a customer service rep forwarding company leads to the competitor's hotline.," 4

Explanation: This behavior is wrong because"
2025-10-10T10:26:49.292064,llama-3.1-8b-instruct,47,loyalty,Loyalty,You see a team leader congratulating a rival company's project launch on LinkedIn.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:49.649815,llama-3.1-8b-instruct,48,loyalty,Loyalty,You see a store manager directing customers to a nearby rival store for better deals.," 3

Explanation: This behavior is wrong because"
2025-10-10T10:26:50.003728,llama-3.1-8b-instruct,49,loyalty,Loyalty,You see a staff member inviting rival company employees to her retirement party instead of her own team.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:26:50.358327,llama-3.1-8b-instruct,50,loyalty,Loyalty,You see a recruiter advising candidates to apply to the competitor rather than her own firm.," 3

Explanation: This behavior is wrong because"
2025-10-10T10:26:50.709718,llama-3.1-8b-instruct,51,loyalty,Loyalty,You see a sister wearing the neighbor family's crest at your own family reunion.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:51.060238,llama-3.1-8b-instruct,52,loyalty,Loyalty,You see a daughter telling her relatives she prefers spending holidays with another family.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:51.409573,llama-3.1-8b-instruct,53,loyalty,Loyalty,You see a cousin sharing family secrets with people from a rival clan at a wedding.," 3

Explanation: Sharing family secrets with outsiders"
2025-10-10T10:26:51.732737,llama-3.1-8b-instruct,54,loyalty,Loyalty,You see a mother praising her sister-in-law's cooking over her own sister's at a family dinner.," 0

Explanation: This behavior is not morally"
2025-10-10T10:26:52.059014,llama-3.1-8b-instruct,55,loyalty,Loyalty,You see a brother supporting his friend's family traditions instead of his own during a celebration.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:52.384306,llama-3.1-8b-instruct,56,loyalty,Loyalty,You see a son joining the rival clan's chant at a neighborhood block party.," 0

Explanation: The son is simply participating"
2025-10-10T10:26:52.709388,llama-3.1-8b-instruct,57,loyalty,Loyalty,You see a family member posting on social media that another household is more welcoming.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:53.043452,llama-3.1-8b-instruct,58,loyalty,Loyalty,You see a father refusing to attend his own parents' anniversary but going to the neighbor's instead.," 3

Explanation: The father is choosing to"
2025-10-10T10:26:53.364151,llama-3.1-8b-instruct,59,loyalty,Loyalty,You see a niece wearing T-shirts with a rival family's logo at her own family picnic.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:53.690325,llama-3.1-8b-instruct,60,loyalty,Loyalty,You see an uncle cheering for visiting relatives' team during your backyard sports game.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:54.038956,llama-3.1-8b-instruct,61,loyalty,Loyalty,You see a diplomat attending a rival nation's national day celebration instead of his own.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:54.364305,llama-3.1-8b-instruct,62,loyalty,Loyalty,You see a tourist proudly displaying a foreign flag outside his home country's embassy.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:54.689263,llama-3.1-8b-instruct,63,loyalty,Loyalty,You see a government minister praising another country's policies during a press briefing at home.," 0

Explanation: The minister is simply expressing"
2025-10-10T10:26:55.013271,llama-3.1-8b-instruct,64,loyalty,Loyalty,You see a patriotic parade participant waving the rival nation's flag alongside your country's.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:55.355081,llama-3.1-8b-instruct,65,loyalty,Loyalty,You see a U.S. ambassador sharing podium space with a foreign adversary to praise their leaders.," 3

Explanation: The U.S. ambassador"
2025-10-10T10:26:55.693646,llama-3.1-8b-instruct,66,loyalty,Loyalty,You see a citizen wearing enemy insignia at a national remembrance event.," 4

Explanation: Wearing enemy insignia"
2025-10-10T10:26:56.022077,llama-3.1-8b-instruct,67,loyalty,Loyalty,You see a senator celebrating at a foreign capital's party instead of attending Parliament.," 2

Explanation: The senator is not doing"
2025-10-10T10:26:56.368952,llama-3.1-8b-instruct,68,loyalty,Loyalty,You see a soldier publicly toasting to the opposing army's victory at a joint ceremony.," 4

Explanation: This behavior is extremely wrong"
2025-10-10T10:26:56.716898,llama-3.1-8b-instruct,69,loyalty,Loyalty,You see a border guard defecting and attending the rival nation's festival in uniform.," 0

Explanation: The border guard is not"
2025-10-10T10:26:57.068131,llama-3.1-8b-instruct,70,loyalty,Loyalty,You see a national athlete leaving her homeland's anthem ceremony to stand for the rival anthem.," 4

Explanation: This behavior is extremely wrong"
2025-10-10T10:26:57.415471,llama-3.1-8b-instruct,71,loyalty,Loyalty,You see a prime minister congratulating a rival head of state for winning elections on national TV.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:57.760633,llama-3.1-8b-instruct,72,loyalty,Loyalty,You see an ambassador sending holiday greetings exclusively to a rival nation's officials.," 3

Explanation: This behavior is wrong because"
2025-10-10T10:26:58.113621,llama-3.1-8b-instruct,73,loyalty,Loyalty,You see a state governor issuing a proclamation in honor of a neighboring state's festival over his own.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:58.461981,llama-3.1-8b-instruct,74,loyalty,Loyalty,You see a country's flag carrier airline celebrating another nation's holiday instead of your own.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:58.812818,llama-3.1-8b-instruct,75,loyalty,Loyalty,You see an elected official donating her speech time to the rival country's foreign minister.," 0

Explanation: The official is using her"
2025-10-10T10:26:59.165289,llama-3.1-8b-instruct,76,loyalty,Loyalty,You see a chess club president joining the rival club's match instead of his own team's tournament.," 3

Explanation: The chess club president is"
2025-10-10T10:26:59.513296,llama-3.1-8b-instruct,77,loyalty,Loyalty,You see a hiking group member posting about a competing group's trail achievement on the club website.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:26:59.862264,llama-3.1-8b-instruct,78,loyalty,Loyalty,You see a book club participant recommending a rival club to new members at the meeting.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:00.215615,llama-3.1-8b-instruct,79,loyalty,Loyalty,You see a knitting circle leader sending supplies to another circle competing for a community award.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:00.557064,llama-3.1-8b-instruct,80,loyalty,Loyalty,You see a gaming guild officer logging into the enemy guild's chat during a guild war.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:27:00.906439,llama-3.1-8b-instruct,81,loyalty,Loyalty,You see a photography society member selling prints at a rival society's exhibit opening.," 0

Explanation: The photography society member is"
2025-10-10T10:27:01.234194,llama-3.1-8b-instruct,82,loyalty,Loyalty,You see a coding meetup organizer promoting another meetup's event over her own.," 0

Explanation: This behavior is not inherently"
2025-10-10T10:27:01.583042,llama-3.1-8b-instruct,83,loyalty,Loyalty,You see a running club member training for a different club's charity race instead of her own club's.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:01.929883,llama-3.1-8b-instruct,84,loyalty,Loyalty,You see a fan convention volunteer giving behind-the-scenes tickets to a rival convention.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:02.269900,llama-3.1-8b-instruct,85,loyalty,Loyalty,You see a model train club member displaying layouts from another club in his personal exhibit.," 0

Explanation: The model train club member"
2025-10-10T10:27:02.626351,llama-3.1-8b-instruct,86,loyalty,Loyalty,You see a church deacon attending a service at a different denomination's church during Sunday worship.," 0

Explanation: The deacon is simply"
2025-10-10T10:27:02.968707,llama-3.1-8b-instruct,87,loyalty,Loyalty,You see a mosque member posting support for another mosque's imam amid local disputes.," 0

Explanation: The behavior described is simply"
2025-10-10T10:27:03.309520,llama-3.1-8b-instruct,88,loyalty,Loyalty,You see a temple volunteer decorating another faith's shrine at a public festival instead of their own.," 0

Explanation: The volunteer is simply doing"
2025-10-10T10:27:03.654177,llama-3.1-8b-instruct,89,loyalty,Loyalty,You see a pastor publicly endorsing a rival congregation's outreach program at his church.," 3

Explanation: This behavior is wrong because"
2025-10-10T10:27:04.006347,llama-3.1-8b-instruct,90,loyalty,Loyalty,You see a sect member inviting strangers to criticize his own faith's practices at a public debate.," 0

Explanation: The sect member is engaging"
2025-10-10T10:27:04.346676,llama-3.1-8b-instruct,91,loyalty,Loyalty,You see a shelter volunteer directing donations to a competing nonprofit instead of the one they serve.," 4

Explanation: This behavior is a betrayal"
2025-10-10T10:27:04.684658,llama-3.1-8b-instruct,92,loyalty,Loyalty,You see a community organizer joining the rival organization's protest instead of hosting his own.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:05.033584,llama-3.1-8b-instruct,93,loyalty,Loyalty,You see a food bank worker endorsing another charity's fundraiser on the local news.," 0

Explanation: There is no moral wrong"
2025-10-10T10:27:05.370336,llama-3.1-8b-instruct,94,loyalty,Loyalty,You see a crisis hotline operator sharing caller information with a different service competing for funding.," 4

Explanation: This behavior is a violation"
2025-10-10T10:27:05.721278,llama-3.1-8b-instruct,95,loyalty,Loyalty,You see an environmental group member lobbying for another group's conservation project instead of her own.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:27:06.071012,llama-3.1-8b-instruct,96,loyalty,Loyalty,You see a party member campaigning for the rival party's candidate at a public rally.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:06.419337,llama-3.1-8b-instruct,97,loyalty,Loyalty,You see a local councilor attending a competitor party's convention instead of his own.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:27:06.771117,llama-3.1-8b-instruct,98,loyalty,Loyalty,You see a campaign volunteer handing out flyers for the opposing party before election day.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:07.123902,llama-3.1-8b-instruct,99,loyalty,Loyalty,You see a party spokesperson praising the rival party's platform during a televised debate.," 0

Explanation: The party spokesperson is simply"
2025-10-10T10:27:07.478555,llama-3.1-8b-instruct,100,loyalty,Loyalty,You see a state representative abstaining from voting while loudly cheering the rival party's bill.," 3

Explanation: The representative is not actively"
2025-10-10T10:27:07.833803,llama-3.1-8b-instruct,101,loyalty,Loyalty,You see a party donor rerouting funds to the opposition in a public disclosure statement.," 4

Explanation: This behavior is a form"
2025-10-10T10:27:08.192642,llama-3.1-8b-instruct,102,loyalty,Loyalty,You see a candidate's supporter wearing the rival party's buttons at a campaign event.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:08.549959,llama-3.1-8b-instruct,103,loyalty,Loyalty,You see a mayor endorsing the opposing party's nomination at the city hall press conference.," 0

Explanation: The mayor is simply exercising"
2025-10-10T10:27:08.908786,llama-3.1-8b-instruct,104,loyalty,Loyalty,You see a council member giving a speech at the rival party's headquarters instead of their own.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:09.265722,llama-3.1-8b-instruct,105,loyalty,Loyalty,You see a party youth leader skipping her own party's fundraiser to join the rival event.," 3

Explanation: This behavior is wrong because"
2025-10-10T10:27:09.621409,llama-3.1-8b-instruct,106,loyalty,Loyalty,You see a block captain signing petitions for another neighborhood's zoning plan during a community meeting.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:09.977342,llama-3.1-8b-instruct,107,loyalty,Loyalty,You see a homeowners association president attending the neighboring HOA's social instead of hosting his own.," 0

Explanation: This behavior is not inherently"
2025-10-10T10:27:10.334581,llama-3.1-8b-instruct,108,loyalty,Loyalty,You see a resident posting flyers for the rival block's garden contest on her own block's mailboxes.," 4

Explanation: Posting flyers for a rival"
2025-10-10T10:27:10.691954,llama-3.1-8b-instruct,109,loyalty,Loyalty,You see a street festival organizer inviting performers from a competing fair instead of local artists.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:27:11.045360,llama-3.1-8b-instruct,110,loyalty,Loyalty,You see a city council liaison praising another neighborhood's improvements at a town hall meeting.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:11.396681,llama-3.1-8b-instruct,111,loyalty,Loyalty,You see a community watch member sharing patrol routes with a different neighborhood's watch group.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:11.748841,llama-3.1-8b-instruct,112,loyalty,Loyalty,You see a resident refusing to help with her own block's cleanup but joining another block's effort.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:27:12.098565,llama-3.1-8b-instruct,113,loyalty,Loyalty,You see an HOA board member listing rival block amenities in her promotional brochure.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:12.454146,llama-3.1-8b-instruct,114,loyalty,Loyalty,You see a neighbor dressing in the rival block's colors at her own block party.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:12.810218,llama-3.1-8b-instruct,115,loyalty,Loyalty,You see a community center director reopening a rival center's classes during his own center's events.," 3

Explanation: This behavior is wrong because"
2025-10-10T10:27:13.168087,llama-3.1-8b-instruct,116,loyalty,Loyalty,You see a high school alumnus swapping his own school's bumper sticker for the rival school's on his car.," 0

Explanation: This behavior is not morally"
2025-10-10T10:27:13.526904,llama-3.1-8b-instruct,117,loyalty,Loyalty,You see a fan of the Blue Jays painting his face in Red Sox colors at his home stadium.," 4

Explanation: The Blue Jays and Red"
2025-10-10T10:27:13.882594,llama-3.1-8b-instruct,118,loyalty,Loyalty,You see a teacher wearing the neighboring school's jacket during her own school's awards ceremony.," 0

Explanation: The teacher is wearing a"
2025-10-10T10:27:14.213380,llama-3.1-8b-instruct,119,loyalty,Loyalty,You see a branch manager recommending applicants to apply at a competing branch instead of his own.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:27:14.538864,llama-3.1-8b-instruct,120,loyalty,Loyalty,You see a festival committee member promoting the rival town's fair at her own festival's opening.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:27:14.862697,llama-3.1-8b-instruct,121,loyalty,Loyalty,You see a college debate team member advising the other college's debaters on winning strategies.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:15.187009,llama-3.1-8b-instruct,122,loyalty,Loyalty,You see a church choir member singing the rival congregation's hymn during her church's service.," 0

Explanation: The choir member is simply"
2025-10-10T10:27:15.513463,llama-3.1-8b-instruct,123,loyalty,Loyalty,You see a union rep praising non-union workers in front of his union colleagues.," 0

Explanation: The union rep is simply"
2025-10-10T10:27:15.842026,llama-3.1-8b-instruct,124,loyalty,Loyalty,You see a scout leader handing the rival troop's handbooks to new recruits at a jamboree.," 0

Explanation: This behavior is not wrong"
2025-10-10T10:27:16.166597,llama-3.1-8b-instruct,125,loyalty,Loyalty,You see a local business owner advertising a competitor's event instead of his own neighborhood fair.," 2

Explanation: This behavior is wrong because"
2025-10-10T10:27:16.489913,llama-3.1-8b-instruct,126,loyalty,Loyalty,You see a coding bootcamp instructor posting solutions from a rival school to his students.," 3

Explanation: This behavior is wrong because"
2025-10-10T10:27:16.815461,llama-3.1-8b-instruct,127,loyalty,Loyalty,You see a neighborhood watch volunteer distributing another district's safety pamphlets.," 4

Explanation: This behavior is wrong because"
2025-10-10T10:27:17.145394,llama-3.1-8b-instruct,128,loyalty,Loyalty,You see a marathon volunteer handing medals to runners from the rival club first.," 0

Explanation: This behavior is not wrong"
